AGKA377	O mesmo aplica-se a quadros pós-impressionistas, Sr. Threepwood.
AGKA378	O mesmo aplica-se a quadros pós-impressionistas.
AGGT379	E o que ISSO quer dizer?
AGKA380	Um dia... você vai entender.
AGSO381	Não pude deixar de notar esses adoráveis coelhinhos de contrabando...
AGSO382	Queria algo realmente pirático.
AGSO383	Que tal brinquedos? Você tem algum?
AGSO384	O que eu queria mesmo era o diamante.
AGSO385	Está certo, vou jogar pelo diamante.
AGSO386	Quero jogar pelo diamante outra vez.
AGSO387	Ainda estou olhando, obrigado.
AGKA388	Ah, o coelhinho de contrabando! Um dos nossos itens mais vendidos.
AGKA389	Eles vêm com uma bolsa bem escondida acima do intestino delgado.
AGGT390	Ótimo! Fico com um!
AGKA391	O diamante não está em nenhum deles.
AGGT392	Ah, não faz mal.
AGKA393	Claro, coisas bem piráticas são nossa especialidade.
AGKA394	Interessaria uma perna de pau?
AGGT395	Depende do que você faz com ela.
AGGT396	Foi uma piada.
AGKA397	Ah, sim. Não entendi muito bem mas deve ter sido boa.
AGKA398	Como quiser.
AGKA399	É um adversário fantástico, Sr. Threepwood...
AGKA400	... mas parece que nosso jogo de gato e rato precisa terminar.
AGKA401	É um diamante perfeito, um dos maiores que eu já vi.
AGGT402	Fico com ele!
AGKA403	E, portanto, o preço é bem alto.
AGGT404	Chega de fazer pressão. Quanto?
AGKA405	Vai custar muitíssimo dinheiro.
AGKA406	Você tem tanto assim?
AGGT407	Bom, eu tenho muito dinheiro.
AGCR408	Ha! Não o suficiente.
AGKA409	Meu sócio tem razão.
AGKA410	Você não pode ficar com ele por menos do que muitíssimo dinheiro.
AGGT411	Hum, não.
AGCR412	Quanto você tem?
AGGT413	Bom, deixa eu pensar...
AGGT414	... dinheiro comigo... a poupança.... juntando os dois...
AGGT415	... muito pouco.
AGKA416	Foi o que pensei.
AGKA417	Mas podemos fazer um acordo.
AGKA418	Meu sócio e eu gostamos muito de jogar cartas. Principalmente pôquer.
AGKA419	Que tal uma mãozinha? Se nos vencer no pôquer, o diamante será seu.
AGGT420	Parece justo.
AGKA421	Sim. Justo.
AGKA422	RÁ RÁ RÁ RÁ RÁ RÁ RÁ RÁ RÁ RÁ RÁ RÁ RÁ!
AGGT423	Poderia parar de rir assim? Isso me deixa nervoso.
AGKA424	Então, Sr. Threepwood. A questão é:
AGKA425	Topa um joguinho de cartas?
AGSO426	Parece divertido. Eu topo, carecão!
AGSO427	Ah, não. Sou péssimo no pôquer.
AGKA428	Você tem de pagar para entrar no jogo.
AGGT429	Bem, quanto é?
AGCR430	Não muito.
AGKA431	Aumente sua aposta, Sr. Threepwood.
AGGT432	Estou sem dinheiro.
AGKA433	Então não pode jogar.
AGKA434	E se por um azar incrível você perder?
AGKA435	Nós não teríamos nada para ganhar.
AGGT436	Claro, eu cuido disso.
AGGT437	Isso é muito dinheiro. Só vou dar uma parte a eles.
AGKA438	Já jogou pôquer, Sr. Threepwood?
AGGT439	Não! Acredita que é a primeira vez que eu jogo?
AGCR440	He, he.
AGKA441	Então vou explicar como é.
AGKA442	O jogo é a variedade mais simples do pôquer aberto de cinco cartas.
AGKA443	Dou cinco cartas para cada um.
AGKA444	Mostramos nossas cartas e quem tiver a melhor mão ganha.
AGGT445	E como sei qual é a melhor mão?
AGKA446	Se tiver alguma dúvida, pergunte.
AGKA447	Você confia em nós, não é?
AGSO448	Nem um pouco, seu trapaceiro ladrão.
AGSO449	Confiar? De jeito nenhum, seu mentiroso.
AGSO450	Pessoas da sua laia são a escória da sociedade.
AGSO451	Você não sabe o que quer dizer confiar, seu malandro.
AGGT452	Claro que confio!
AGKA453	Muito bem, vamos começar.
AGGT454	Vamos lá, setes!
AGGT455	Boas cartas! O papai aqui precisa anular uma maldição.
AGGT456	Sem olho gordo!
AGGT457	Cartas, cartas, cartas. Uma boa mão...
AGKA458	Examine as suas cartas.
AGKA459	Já vai, Sr. Threepwood?
AGCR460	Sente aí. Estamos jogando.
AGKA461	Já vai desistir, Guybrush?
AGSO462	Só estou esticando as pernas. Quero continuar jogando.
AGSO463	Fique com meu dinheiro. Eu tenho bastante. Desisto.
AGKA464	Sua sorte pode melhorar.
AGKA465	Não desista ainda.
AGKA466	Tente mais uma vez.
AGKA467	Que tal tentar outra vez?
AGSO468	Claro. Vou ganhar o diamante!
AGSO469	Não, obrigado.
ADO1301	Como ousa atacar o meu navio!
ADO2302	Como ousa atacar o meu navio!
ADO3303	Como ousa atacar o meu navio!
ADO4304	Como ousa atacar o meu navio!
ADO5305	Como ousa atacar o meu navio!
ADO6306	Como ousa atacar o meu navio!
ADO1307	Abordar um navio pirata pode ser arriscado para a sua vida!
ADO2308	Abordar um navio pirata pode ser arriscado para a sua vida!
ADO3309	Abordar um navio pirata pode ser arriscado para a sua vida!
ADO4310	Abordar um navio pirata pode ser arriscado para a sua vida!
ADO5311	Abordar um navio pirata pode ser arriscado para a sua vida!
ADO6312	Abordar um navio pirata pode ser arriscado para a sua vida!
ADO1313	Dê o fora se quer continuar vivo!
ADO2314	Dê o fora se quer continuar vivo!
ADO3315	Dê o fora se quer continuar vivo!
ADO4316	Dê o fora se quer continuar vivo!
ADO5317	Dê o fora se quer continuar vivo!
ADO6318	Dê o fora se quer continuar vivo!
ADO1319	Quer dizer que é pirata, diz você!
ADO1320	Pois então prove, digo eu!
ADO2321	Quer dizer que é pirata, diz você!
ADO2322	Pois então prove, digo eu!
ADO3323	Quer dizer que é pirata, diz você!
ADO3324	Pois então prove, digo eu!
ADO4325	Quer dizer que é pirata, diz você!
ADO4326	Pois então prove, digo eu!
ADO5327	Quer dizer que é pirata, diz você!
ADO5328	Pois então prove, digo eu!
ADO6329	Quer dizer que é pirata, diz você!
ADO6330	Pois então prove, digo eu!
ADO1331	É melhor ir saindo para não se machucar!
ADO2332	É melhor ir saindo para não se machucar!
ADO3333	É melhor ir saindo para não se machucar!
ADO4334	É melhor ir saindo para não se machucar!
ADO5335	É melhor ir saindo para não se machucar!
ADO6336	É melhor ir saindo para não se machucar!
ADO1337	Uma mandinga pra você por ter subido no meu navio!
ADO2338	Uma mandinga pra você por ter subido no meu navio!
ADO3339	Uma mandinga pra você por ter subido no meu navio!
ADO4340	Uma mandinga pra você por ter subido no meu navio!
ADO5341	Uma mandinga pra você por ter subido no meu navio!
ADO6342	Uma mandinga pra você por ter subido no meu navio!
ADO1343	O que você quer?
ADO2344	O que você quer?
ADO3345	O que você quer?
ADO4346	O que você quer?
ADO5347	O que você quer?
ADO6348	O que você quer?
ADO1349	Quem é você?
ADO2350	Quem é você?
ADO3351	Quem é você?
ADO4352	Quem é você?
ADO5353	Quem é você?
ADO6354	Quem é você?
ADO1355	Saia do meu convés, seu verme!
ADO2356	Saia do meu convés, seu verme!
ADO3357	Saia do meu convés, seu verme!
ADO4358	Saia do meu convés, seu verme!
ADO5359	Saia do meu convés, seu verme!
ADO6360	Sai do meu convés, seu verme!
ADO1361	Se está procurando encrenca, já achou!
ADO2362	Se está procurando encrenca, já achou!
ADO3363	Se está procurando encrenca, já achou!
ADO4364	Se está procurando encrenca, já achou!
ADO5365	Se está procurando encrenca, já achou!
ADO6366	Se está procurando encrenca, já achou!
ADO1367	Eu não tenho nenhum tesouro.
ADO2368	Eu não tenho nenhum tesouro.
ADO3369	Eu não tenho nenhum tesouro.
ADO4370	Eu não tenho nenhum tesouro.
ADO5371	Eu não tenho nenhum tesouro.
ADO6372	Eu não tenho nenhum tesouro.
ADGT373	Você não mentiria para mim, não é?
ADO1374	Mentiria. Mas agora não estou mentindo.
ADO2375	Mentiria. Mas agora não estou mentindo.
ADO3376	Mentiria. Mas agora não estou mentindo.
ADO4377	Mentiria. Mas agora não estou mentindo.
ADO5378	Mentiria. Mas agora não estou mentindo.
ADO6379	Mentiria. Mas agora não estou mentindo.
ADGT380	Eu sei.
ADO1381	Então por que a preocupação?
ADO2382	Então por que a preocupação?
ADO3383	Então por que a preocupação?
ADO4384	Então por que a preocupação?
ADO5385	Então por que a preocupação?
ADO6386	Então por que a preocupação?
ADGT387	Preciso treinar...
ADO1388	Tá certo...
ADO2389	Tá certo...
ADO3390	Tá certo, colega...
ADO4391	Tá certo...
ADO5392	Tá certo...
ADO6393	Tá certo...
ADO1394	Mais treino?
ADO2395	Mais treino?
ADO3396	Mais treino?
ADO4397	Mais treino?
ADO5398	Mais treino?
ADO6399	Mais treino?
ADGT400	Sim.
ADO1401	Certo...
ADO2402	Certo...
ADO3403	Certo...
ADO4404	Certo...
ADO5405	Certo...
ADO6406	Certo...
ADRH407	Então...
ADRH408	Você de novo.
ADRH409	Voltou para outra surra?
ADRH410	O que VOCÊ quer?
ADRH411	Ora, ora, ora.
ADRH412	Veja só quem apareceu no meu convés.
ADRH413	O que você quer, Sr. Thropwimp?
ADSO414	Sou Guybrush Threepwood! Um poderoso pirata!
ADSO415	Vim acertar as contas!
ADSO416	Você não vai se sair bem dessa, René!
ADSO417	Está nas minhas mãos!
ADSO418	Agora você vai ver!
ADSO419	Vim buscar meu mapa!
ADSO420	Dê meu mapa, imbecil!
ADSO421	Entregue esse mapa ou prove a minha espada!
ADSO422	Pretendo acabar com você de qualquer jeito!
ADSO423	Vim saquear seu tesouro!
ADSO424	Entregue-me o tesouro e eu o deixo viver!
ADSO425	O tesouro ou a vida!
ADSO426	Ops... acho que me enganei de pessoa.
ADSO427	Mudei de idéia. Decidi deixá-lo viver.
ADO1428	Não me faça rir!
ADO2429	Não me faça rir!
ADO3430	Não me faça rir!
ADO4431	Não me faça rir!
ADO5432	Não me faça rir!
ADO6433	Não me faça rir!
ADRH434	Você não é páreo pra mim, moleque insolente!
ADRH435	Humm.
ADRH436	Pode ser divertido.
ADRH437	Você não me assusta, garoto!
ADRH438	Já vou dar um jeito em você.
ADO1439	Não!
ADO1440	Tomarei o SEU butim!
ADO2441	Não!
ADO2442	Tomarei o SEU butim!
ADO3443	Não!
ADO3444	Tomarei o SEU butim!
ADO4445	Não!
ADO4446	Tomarei o SEU butim!
ADO5447	Não!
ADO5448	Tomarei o SEU butim!
ADO6449	Não!
ADO6450	Tomarei o SEU butim!
ADO1451	Boa sorte, rapaz!
ADO2452	Boa sorte, rapaz!
ADO3453	Boa sorte, rapaz!
ADO4454	Boa sorte, rapaz!
ADO5455	Boa sorte, rapaz!
ADO6456	Boa sorte, rapaz!
ADO1457	Você nem vai ter tempo de se arrepender!
ADO2458	Você nem vai ter tempo de se arrepender!
ADO3459	Você nem vai ter tempo de se arrepender!
ADO4460	Você nem vai ter tempo de se arrepender!
ADO5461	Você nem vai ter tempo de se arrepender!
ADO6462	Você nem vai ter tempo de se arrepender!
ADO1463	Aaargh!
ADO2464	Aaargh!
ADO3465	Aaargh!
ADO4466	Aaargh!
ADO5467	Aaargh!
ADO6468	Aaargh!
ADO1469	Vamos pôr você em ferros antes!
ADO2470	Vamos pôr você em ferros antes!
ADO3471	Vamos pôr você em ferros antes!
ADO4472	Vamos pôr você em ferros antes!
ADO5473	Vamos pôr você em ferros antes!
ADO6474	Vamos pôr você em ferros antes!
ADSU475	Não há inimigo que eu não tenha aniquilado!
ADSU476	Você é nojento como um macaco de négligé.
ADSU477	Matar você é uma justificativa para um homicídio.
ADSU478	Você é o monstro mais feio que já foi criado!
ADSU479	Vou rasgar você como uma serra num bufê!
ADSU480	Você prefere ser enterrado ou cremado?
ADSU481	Quando seu pai viu você, imagino o desgosto que deve ter sido.
ADSU482	Vou deixar você arrasado, mutilado e perfurado.
ADSU483	Você luta com a espada pior que a minha avó.
ADSU484	Cruz credo! Mas que cara de defunto!
ADSU485	Não vou desgrudar do seu pé!
ADSU486	Só vou sossegar quando você estiver liqüidado!
ADSU487	En garde! Touché!
ADSU488	Por todo o Caribe eu sou respeitado.
ADSU489	Ficar cara a cara comigo já deixa você encolhido!
ADSU490	Uma boa resposta você não me daria!
ADSU491	Meus ataques já deixaram muito lugar desolado!
ADSU492	Você é sexy como uma enguia.
ADSU493	Quando eu terminar, só vai sobrar seu umbigo fedido!
ADSU494	Você deixa até um porco nauseado.
ADSU495	Seu beiço parece que levou o nocaute do dia.
ADSU496	Pode escolher: quer ser estripado ou degolado?
ADSU497	Você nem é digno de ter nascido!
ADSU498	Tudo que eu sou deixa você apavorado!
ADSU499	Nunca perdi uma luta de caratê!
ADSU500	Não há lugar para você ficar escondido!
ADSU501	Fique sabendo que sou perito em perseguir indivíduos de má fé! 
ADSU502	Seu cheiro deixa qualquer desodorante neutralizado! 
ADSU503	Sua mãe é mais feia que você!
ADSU504	Meu talento com a espada é muito admirado.
ADSU505	Nunca enfrentei alguém tão desmilingüido!
ADSU506	Acabar com você vai ser minha alegria!
ADSU507	Você é feio!
ADSU508	Você é bobo!
ADRP509	O seu bafo deixou todo mundo sufocado!
ADRP510	Lembro TANTO assim sua noiva para você?
ADRP511	Então matar você deve ser um justificadíssimo vermicídio.
ADRP512	Pior ainda é a mulher do seu cunhado.
ADRP513	Quando eu acabar com VOCÊ, vai estar parecendo um pavê.
ADRP514	Com você por perto, prefiro ser dedetizado.
ADRP515	Pelo menos não sou um bastardo malnascido.
ADRP516	Só o seu cheiro já me deixa irritado, injuriado e nauseado.
ADRP517	Qualquer macaco imbecil reduziria você a pó.
ADRP518	Porém é VOCÊ que vai virar presunto.
ADRP519	Isso só iria piorar meu chulé!
ADRP520	Então é melhor esperar sentado.
ADRP521	Oh, mas isso é tão "démodé"!
ADRP522	Não me venha com papo furado.
ADRP523	Essa é sua cara? Pensei que fosse de um porco fedido!
ADRP524	Eu poderia, se você lavasse a boca com sabão e água fria.
ADSU525	Um mergulho na piscina me deixaria revigorado.
ADSU526	Os lipídeos saudáveis são poliinsaturados.
ADSU527	Nosso sistema de água devia ser fluoretado.
ADSU528	Acho que o preço da minha espada merece ser baixado.
ADSU529	Meu gato foi plastificado!
ADSU530	Ajustei meu liqüidificador para bater frapê.
ADSU531	Sabe uma coisa que nunca me cansa? Um belo balé.
ADSU532	Que piso mais lindo! É feito de quê?
ADSU533	Em caso de terremoto, fique embaixo da pia.
ADSU534	Nada pode ser melhor que folia.
ADSU535	Gosto de filé bem cozido!
ADSU536	Mandei um bilhete para o Rei de Portugal, mas nunca foi lido.
ADSU537	Com um bom silicone o navio fica polido.
ADSU538	Apliquei três reais, mas a fundo perdido.
ADSU539	Gatinhos e cãezinhos me deixam enternecido.
ADSU540	O painel de madeira do meu navio é falsificado!
ADSU541	O alimento desce melhor se for bem mastigado.
ADSU542	Saí expulso do metrô porque fui malcriado.
ADSU543	Nosso time é pequeno, mas muito bem treinado.
ADSU544	Quero o verbo "ir" em latim, todo conjugado.
ADSU545	Escovar os dentes deixa a boca mais sadia.
ADSU546	No Caribe tem gente com disenteria.
ADSU547	Uau! Adoro macramé!
ADSU548	Lavo a cabeça dentro da bacia.
ADSU549	Minha irmã é do tipo em que não se confia.
ADSU550	Melhor manter isso gelado!
ADSU551	O café da manhã precisa ser vitaminado.
ADSU552	O duelo de espada deve ser oficializado.
ADSU553	Isso não está como eu tinha planejado.
ADSU554	Dá para ter meu cartão validado?
ADSU555	Com ferro e vitaminas, ficou fortificado!
ADSU556	Os dinoflagelados deixam o mar poluído.
ADSU557	Vale a pena ter água num jarro escondido.
ADSU558	Meus cheques de viagem não foram devolvidos.
ADSU559	Tomate, para mim, só se for ressequido.
ADSU560	Quero o churrasco muito bem grelhado.
ADSU561	Pirata em treinamento sente-se sempre alienado.
ADSU562	Como amendoim até ficar enjoado!
ADSU563	Os pratos chineses são muito bem pintados.
ADSU564	O meu guarda-roupa é todo coordenado.
ADSU565	Salvador é a capital da Bahia.
ADSU566	Meu irmão está trabalhando numa padaria.
ADSU567	Planeje o futuro e a aposentadoria.
ADSU568	Artesanato tem que ser de papel machê.
ADSU569	Encontro você lá no foyer!
ADSU570	Você consegue olhar invertido?
ADSU571	É bem difícil dançar de pé junto.
ADSU572	É melhor que ser devolvido.
ADSU573	Se quer se aposentar, tenha dinheiro investido.
ADSU574	Não vamos desviar do assunto.
ADSU575	Você lembrou de encher a bacia?
ADSU576	A ilha precisa é de um bom bufê.
ADSU577	O ar é bem menos úmido em Santa Fé.
ADSU578	Sabe, eu não gosto muito de beber café.
ADSU579	Tenha um bom dia!
ADSU580	Meu anzol tem um gancho que é turbinado.
ADSU581	Meu cachorro não come e ficou encovado.
ADSU582	Quem é criminoso deve ser encarcerado.
ADSU583	Receio que o dinheiro do nosso governo esteja sendo roubado.
ADSU584	Gosto de ritmo bem sincopado.
ADSU585	Ah, mas que linda soirée!
ADSU586	Quero rever o duelo quem sabe algum dia.
ADSU587	Lembre-se: respeite os pedestres que estão na guia.
ADSU588	Antes de ser pirata eu trabalhava como sommelier.
ADSU589	Se demorar muito tempo, eu ganho mais ou é fria?
ADSU590	O chapéu que era meu favorito está agora detonado.
ADSU591	Só vou descansar depois de todo mundo ser libertado!
ADSU592	A vida da planta começa no broto germinado.
ADSU593	Fui bem recebido, mas é difícil ficar motivado.
ADSU594	Será que o aluguel do meu navio tem ajuste fixado?
ADSU595	É melhor que ser devolvido.
ADSU596	Bem, é meio porcaria.
ADSU597	Você falou alguma coisa? Estou um pouco confundido.
ADSU598	Estou esperando meu problema de náusea ficar resolvido.
ADSU599	Por sua consciência seja dirigido.
ADSU600	Apoie sempre a democracia.
ADSU601	A águia e o falcão gostam de pegar cria.
ADSU602	Se eu morasse em Pompéia, dormia na água fria.
ADSU603	Vou forrar meu sofá com lamê.
ADSU604	Estou mais confuso do que pensaria.
ADSU605	Ah, é?
ADSU606	Está bem, desisto!
ADSU607	Hum... poderia repetir?
ADO1609	Não há inimigo que eu não tenha aniquilado!
ADO2610	Não há inimigo que eu não tenha aniquilado!
ADO3611	Não há inimigo que eu não tenha aniquilado!
ADO4612	Não há inimigo que eu não tenha aniquilado!
ADO5613	Não há inimigo que eu não tenha aniquilado!
ADO6614	Não há inimigo que eu não tenha aniquilado!
ADO1615	Você é nojento como um macaco de négligé.
ADO2616	Você é nojento como um macaco de négligé.
ADO3617	Você é nojento como um macaco de négligé.
ADO4618	Você é nojento como um macaco de négligé.
ADO5619	Você é nojento como um macaco de négligé.
ADO6620	Você é nojento como um macaco de négligé.
ADO1621	Matar você seria um justificadíssimo homicídio!
ADO2622	Matar você seria um justificadíssimo homicídio!
ADO3623	Matar você seria um justificadíssimo homicídio!
ADO4624	Matar você seria um justificadíssimo homicídio!
ADO5625	Matar você seria um justificadíssimo homicídio!
ADO6626	Matar você seria um justificadíssimo homicídio!
ADO1627	Você é o monstro mais feio que já foi criado!
ADO2628	Você é o monstro mais feio que já foi criado!
ADO3629	Você é o monstro mais feio que já foi criado!
ADO4630	Você é o monstro mais feio que já foi criado!
ADO5631	Você é o monstro mais feio que já foi criado!
ADO6632	Você é o monstro mais feio que já foi criado!
ADO1633	Vou rasgar você como uma serra num bufê!
ADO2634	Vou rasgar você como uma serra num bufê!
ADO3635	Vou rasgar você como uma serra num bufê!
ADO4636	Vou rasgar você como uma serra num bufê!
ADO5637	Vou rasgar você como uma serra num bufê!
ADO6638	Vou rasgar você como uma serra num bufê!
ADO1639	Você prefere ser enterrado ou cremado?
ADO2640	Você prefere ser enterrado ou cremado?
ADO3641	Você prefere ser enterrado ou cremado?
ADO4642	Você prefere ser enterrado ou cremado?
ADO5643	Você prefere ser enterrado ou cremado?
ADO6644	Você prefere ser enterrado ou cremado?
ADO1645	Quando seu pai viu você, imagino o desgosto que deve ter sido.
ADO2646	Quando seu pai viu você, imagino o desgosto que deve ter sido.
ADO3647	Arrr! Quando seu pai viu você, imagino o desgosto que deve ter sido.
ADO4648	Quando seu pai viu você, imagino o desgosto que deve ter sido.
ADO5649	Quando seu pai viu você, imagino o desgosto que deve ter sido.
ADO6650	Quando seu pai viu você, imagino o desgosto que deve ter sido.
ADO1651	Vou deixar você arrasado, mutilado e perfurado.
ADO2652	Vou deixar você arrasado, mutilado e perfurado.
ADO3653	Vou deixar você arrasado, mutilado e perfurado.
ADO4654	Vou deixar você arrasado, mutilado e perfurado.
ADO5655	Vou deixar você arrasado, mutilado e perfurado.
ADO6656	Vou deixar você arrasado, mutilado e perfurado.
ADO1657	Você é tão ruim com a espada que até me dá agonia.
ADO2658	Você é tão ruim com a espada que até me dá agonia.
ADO3659	Você é tão ruim com a espada que até me dá agonia.
ADO4660	Você é tão ruim com a espada que até me dá agonia.
ADO5661	Você é tão ruim com a espada que até me dá agonia.
ADO6662	Você é tão ruim com a espada que até me dá agonia.
ADO1663	Cruz credo! Mas que cara de defunto!
ADO2664	Cruz credo! Mas que cara de defunto!
ADO3665	Cruz credo! Mas que cara de defunto!
ADO4666	Cruz credo! Mas que cara de defunto!
ADO5667	Cruz credo! Mas que cara de defunto!
ADO6668	Cruz credo! Mas que cara de defunto!
ADO1669	Não vou desgrudar do seu pé!
ADO2670	Não vou desgrudar do seu pé!
ADO3671	Não vou desgrudar do seu pé!
ADO4672	Não vou desgrudar do seu pé!
ADO5673	Não vou desgrudar do seu pé!
ADO6674	Não vou desgrudar do seu pé!
ADO1675	Só vou sossegar quando você estiver liqüidado!
ADO2676	Só vou sossegar quando você estiver liqüidado!
ADO3677	Só vou sossegar quando você estiver liqüidado!
ADO4678	Só vou sossegar quando você estiver liqüidado!
ADO5679	Só vou sossegar quando você estiver liqüidado!
ADO6680	Só vou sossegar quando você estiver liqüidado!
ADO1681	En garde! Touché!
ADO2682	En garde! Touché!
ADO3683	En garde! Touché!
ADO4684	En garde! Touché!
ADO5685	En garde! Touché!
ADO6686	En garde! Touché!
ADO1687	Por todo o Caribe eu sou respeitado.
ADO2688	Por todo o Caribe eu sou respeitado.
ADO3689	Por todo o Caribe eu sou respeitado.
ADO4690	Por todo o Caribe eu sou respeitado.
ADO5691	Por todo o Caribe eu sou respeitado.
ADO6692	Por todo o Caribe eu sou respeitado.
ADO1693	Ficar cara a cara comigo já deixa você encolhido!
ADO2694	Ficar cara a cara comigo já deixa você encolhido!
ADO3695	Ficar cara a cara comigo já deixa você encolhido!
ADO4696	Ficar cara a cara comigo já deixa você encolhido!
ADO5697	Ficar cara a cara comigo já deixa você encolhido!
ADO6698	Ficar cara a cara comigo já deixa você encolhido!
ADO1699	Uma boa resposta você não me daria!
ADO2700	Uma boa resposta você não me daria!
ADO3701	Uma boa resposta você não me daria!
ADO4702	Uma boa resposta você não me daria!
ADO5703	Uma boa resposta você não me daria!
ADO6704	Uma boa resposta você não me daria!
ADRH705	Meus ataques já deixaram muito lugar desolado!
